emp_no,dept_no,from_date,to_date
10257,d004,16-07-1997,01-01-9999
10264,d005,16-07-1997,01-01-9999
16211,d008,16-07-1997,01-01-9999
11152,d004,17-07-1997,13-04-2000
21796,d003,17-07-1997,01-01-9999
11316,d005,18-07-1997,01-01-9999
15312,d009,18-07-1997,25-02-1998
16196,d005,18-07-1997,01-01-9999
16393,d008,18-07-1997,01-01-9999
21312,d005,18-07-1997,01-01-9999
10995,d001,19-07-1997,01-01-9999
11374,d006,19-07-1997,01-01-9999
17250,d008,19-07-1997,27-12-2000
18885,d007,19-07-1997,01-01-9999
20722,d003,19-07-1997,01-01-9999
11935,d001,20-07-1997,22-08-2000
15524,d003,20-07-1997,01-01-9999
16555,d006,20-07-1997,01-01-9999
18245,d009,20-07-1997,20-12-1997
14311,d008,21-07-1997,01-01-9999
18157,d005,21-07-1997,25-07-2002
19124,d008,21-07-1997,01-01-9999
20805,d005,21-07-1997,01-01-9999
13429,d002,22-07-1997,01-01-9999
18097,d005,22-07-1997,27-05-2002
21552,d007,22-07-1997,01-01-9999
16241,d005,23-07-1997,01-01-9999
20610,d004,23-07-1997,01-01-9999
20966,d002,23-07-1997,01-01-9999
10562,d005,24-07-1997,01-01-9999
15004,d005,24-07-1997,01-01-9999
21549,d005,24-07-1997,04-08-2000
21794,d001,24-07-1997,01-01-9999
15702,d007,25-07-1997,27-09-1999
21786,d002,25-07-1997,01-01-9999
20330,d005,26-07-1997,01-01-9999
13210,d007,27-07-1997,10-08-1997
11288,d007,28-07-1997,28-09-1997
14217,d002,28-07-1997,01-01-9999
17193,d005,28-07-1997,01-01-9999
11267,d008,29-07-1997,01-01-9999
14252,d007,29-07-1997,01-01-9999
15084,d005,29-07-1997,27-04-1998
17212,d005,29-07-1997,01-01-9999
18813,d009,29-07-1997,20-07-2000
20220,d005,30-07-1997,01-01-9999
20654,d008,30-07-1997,01-01-9999
11190,d007,31-07-1997,01-01-9999
11698,d007,31-07-1997,01-01-9999
15949,d005,31-07-1997,01-01-9999
14360,d008,01-08-1997,01-01-9999
17502,d003,01-08-1997,01-01-9999
17708,d005,01-08-1997,01-01-9999
12774,d005,02-08-1997,01-01-9999
18263,d004,02-08-1997,01-01-9999
21529,d005,02-08-1997,29-06-2000
18458,d005,03-08-1997,01-01-9999
20034,d005,03-08-1997,01-01-9999
20112,d009,03-08-1997,01-01-9999
15141,d004,04-08-1997,01-01-9999
14323,d009,05-08-1997,22-10-1997
14936,d004,05-08-1997,04-03-2001
16076,d005,06-08-1997,01-01-9999
16499,d004,06-08-1997,01-01-9999
14457,d008,07-08-1997,01-01-9999
15914,d009,07-08-1997,01-01-9999
19444,d004,07-08-1997,01-01-9999
16735,d005,08-08-1997,01-01-9999
17637,d004,08-08-1997,01-01-9999
20470,d007,08-08-1997,01-01-9999
10392,d006,09-08-1997,01-01-9999
11701,d004,09-08-1997,01-01-9999
13761,d004,09-08-1997,01-01-9999
15420,d005,09-08-1997,01-01-9999
16800,d005,09-08-1997,01-01-9999
13111,d005,10-08-1997,01-01-9999
13210,d001,10-08-1997,01-01-9999
14400,d004,12-08-1997,01-01-9999
15133,d005,12-08-1997,04-01-1998
15421,d005,12-08-1997,16-05-2000
16381,d005,12-08-1997,29-10-2000
13374,d005,13-08-1997,01-01-9999
13726,d009,13-08-1997,01-01-9999
15844,d005,13-08-1997,01-01-9999
17418,d005,13-08-1997,01-01-9999
12504,d004,14-08-1997,01-01-9999
17079,d001,14-08-1997,06-09-1999
21756,d004,14-08-1997,01-01-9999
10366,d005,15-08-1997,01-01-9999
14015,d004,15-08-1997,25-08-1998
18726,d004,15-08-1997,01-01-9999
20401,d003,15-08-1997,01-01-9999
12128,d007,16-08-1997,25-11-1998
15329,d005,16-08-1997,01-01-9999
20350,d004,16-08-1997,25-12-2001
20456,d005,16-08-1997,01-01-9999
17187,d005,17-08-1997,01-01-9999
19932,d004,17-08-1997,01-01-9999
20900,d004,19-08-1997,01-01-9999
20909,d007,19-08-1997,03-11-1998
21019,d003,19-08-1997,01-01-9999
15633,d001,20-08-1997,13-12-1997
17059,d004,20-08-1997,01-01-9999
21676,d002,20-08-1997,10-09-2001
10466,d009,22-08-1997,15-08-2000
10760,d002,22-08-1997,01-01-9999
21277,d005,22-08-1997,01-01-9999
11967,d003,23-08-1997,02-10-1999
10450,d005,24-08-1997,01-01-9999
18447,d004,24-08-1997,24-02-2001
18193,d005,25-08-1997,01-01-9999
12351,d005,26-08-1997,11-10-1998
21133,d001,26-08-1997,01-01-9999
12878,d006,27-08-1997,01-01-9999
14491,d005,27-08-1997,28-12-1997
14964,d003,27-08-1997,01-01-9999
13472,d004,28-08-1997,01-01-9999
11102,d009,29-08-1997,18-08-2001
13862,d005,29-08-1997,16-03-2002
11438,d005,30-08-1997,01-01-9999
16933,d001,30-08-1997,01-01-9999
18817,d003,30-08-1997,01-01-9999
20052,d005,30-08-1997,01-01-9999
17714,d005,31-08-1997,01-01-9999
18110,d004,31-08-1997,01-01-9999
21112,d005,31-08-1997,01-01-9999
19696,d003,01-09-1997,01-01-9999
12101,d005,02-09-1997,01-01-9999
13600,d008,02-09-1997,01-01-9999
17908,d003,02-09-1997,09-03-1999
19530,d009,02-09-1997,01-01-9999
10647,d004,03-09-1997,01-01-9999
14276,d008,03-09-1997,01-01-9999
14440,d005,03-09-1997,01-01-9999
17423,d005,03-09-1997,01-01-9999
18252,d004,03-09-1997,01-01-9999
10869,d009,04-09-1997,15-10-1998
18599,d003,04-09-1997,01-01-9999
19064,d004,04-09-1997,01-01-9999
10287,d005,05-09-1997,01-01-9999
11713,d006,05-09-1997,01-01-9999
12478,d001,05-09-1997,11-12-1998
14189,d001,05-09-1997,01-01-9999
14411,d005,05-09-1997,01-01-9999
15989,d006,05-09-1997,01-01-9999
17711,d005,05-09-1997,01-01-9999
14129,d004,06-09-1997,01-01-9999
13066,d004,07-09-1997,12-09-2001
15978,d004,07-09-1997,01-01-9999
18494,d001,08-09-1997,10-07-1998
20519,d007,08-09-1997,31-10-2001
21213,d004,08-09-1997,01-01-9999
21703,d009,08-09-1997,14-01-2002
11586,d007,09-09-1997,01-01-9999
13976,d004,10-09-1997,01-01-9999
12388,d005,11-09-1997,25-04-1999
16873,d001,11-09-1997,01-01-9999
10265,d006,12-09-1997,01-01-9999
17278,d007,13-09-1997,01-01-9999
13635,d005,14-09-1997,01-01-9999
14725,d004,14-09-1997,18-02-2002
14147,d006,15-09-1997,01-01-9999
18687,d004,15-09-1997,01-01-9999
19214,d002,15-09-1997,01-01-9999
19473,d007,15-09-1997,01-01-9999
10220,d002,16-09-1997,01-01-9999
16219,d003,16-09-1997,01-01-9999
18786,d004,16-09-1997,01-01-9999
18895,d005,16-09-1997,05-02-1999
20319,d005,16-09-1997,01-01-9999
12606,d003,17-09-1997,13-03-1999
13222,d008,17-09-1997,22-02-2001
20461,d005,17-09-1997,01-01-9999
14146,d004,18-09-1997,01-01-9999
18580,d004,18-09-1997,01-01-9999
18377,d009,19-09-1997,01-01-9999
16953,d005,20-09-1997,01-01-9999
20716,d003,20-09-1997,01-01-9999
18139,d002,21-09-1997,17-09-1998
20536,d009,22-09-1997,05-05-1998
10473,d004,23-09-1997,01-01-9999
11690,d003,23-09-1997,01-01-9999
16628,d005,23-09-1997,01-01-9999
18171,d004,23-09-1997,01-01-9999
19142,d002,23-09-1997,01-01-9999
13350,d005,24-09-1997,20-12-2001
11803,d004,25-09-1997,01-01-9999
10409,d005,26-09-1997,01-01-9999
11714,d009,26-09-1997,17-12-1997
18473,d007,27-09-1997,01-01-9999
12452,d004,28-09-1997,01-01-9999
17799,d005,28-09-1997,11-07-2001
10885,d001,29-09-1997,01-01-9999
10422,d006,30-09-1997,01-01-9999
13368,d003,30-09-1997,01-01-9999
12521,d007,01-10-1997,27-08-1999
21543,d005,01-10-1997,11-04-2001
14183,d002,02-10-1997,14-04-2000
19170,d005,02-10-1997,01-01-9999
20633,d003,02-10-1997,01-01-9999
10343,d006,03-10-1997,01-01-9999
18967,d004,03-10-1997,01-01-9999
20537,d007,03-10-1997,01-01-9999
15692,d005,04-10-1997,01-01-9999
15997,d005,04-10-1997,01-01-9999
17768,d004,04-10-1997,01-01-9999
14731,d009,05-10-1997,01-01-9999
18202,d002,05-10-1997,03-10-2000
18762,d002,05-10-1997,29-09-2000
19484,d002,05-10-1997,01-01-9999
16561,d005,06-10-1997,11-09-2000
18094,d005,06-10-1997,14-02-1999
19534,d009,06-10-1997,01-01-9999
20942,d005,06-10-1997,01-01-9999
21730,d005,06-10-1997,01-01-9999
10756,d005,07-10-1997,16-12-2000
19565,d004,07-10-1997,01-01-9999
12800,d007,08-10-1997,01-01-9999
13932,d002,08-10-1997,01-01-9999
18117,d005,08-10-1997,01-01-9999
16126,d009,10-10-1997,01-01-9999
20447,d002,10-10-1997,01-01-9999
15664,d005,11-10-1997,01-01-9999
17130,d006,11-10-1997,01-01-9999
19115,d005,11-10-1997,01-01-9999
19257,d005,11-10-1997,01-01-9999
21103,d006,11-10-1997,01-01-9999
14744,d006,12-10-1997,01-01-9999
19404,d004,12-10-1997,01-01-9999
21434,d004,12-10-1997,01-01-9999
10613,d003,13-10-1997,01-01-9999
13942,d005,13-10-1997,01-01-9999
11487,d004,14-10-1997,01-01-9999
19593,d009,14-10-1997,13-11-2001
21358,d003,14-10-1997,01-01-9999
12591,d007,15-10-1997,01-01-9999
12945,d004,15-10-1997,01-01-9999
12805,d007,16-10-1997,01-01-9999
12547,d002,17-10-1997,19-03-2002
14998,d004,17-10-1997,01-01-9999
18678,d008,17-10-1997,01-01-9999
16613,d007,18-10-1997,01-01-9999
16083,d002,19-10-1997,01-01-9999
18893,d009,19-10-1997,01-01-9999
12909,d007,20-10-1997,01-01-9999
15964,d008,20-10-1997,25-07-1999
21573,d003,21-10-1997,03-06-1999
14323,d004,22-10-1997,01-01-9999
20625,d004,22-10-1997,01-01-9999
10272,d002,23-10-1997,01-01-9999
15297,d005,23-10-1997,01-01-9999
19808,d002,23-10-1997,04-08-1998
21617,d007,23-10-1997,23-03-1999
11490,d008,24-10-1997,01-01-9999
13523,d009,24-10-1997,01-01-9999
20370,d005,24-10-1997,11-07-1999
16526,d005,25-10-1997,01-01-9999
15360,d007,26-10-1997,04-02-1998
15425,d005,26-10-1997,01-01-9999
16875,d005,26-10-1997,01-01-9999
13328,d009,27-10-1997,01-01-9999
14266,d005,27-10-1997,01-01-9999
16676,d007,27-10-1997,01-01-9999
18292,d003,27-10-1997,01-01-9999
21339,d007,28-10-1997,01-01-9999
12648,d005,29-10-1997,01-01-9999
15500,d005,29-10-1997,01-01-9999
16390,d004,29-10-1997,24-11-1999
20825,d004,29-10-1997,01-01-9999
20360,d004,31-10-1997,01-01-9999
16038,d009,01-11-1997,01-01-9999
17513,d007,01-11-1997,01-01-9999
18870,d007,01-11-1997,01-01-9999
17450,d007,02-11-1997,01-01-9999
19570,d006,02-11-1997,19-03-2002
20832,d003,02-11-1997,30-07-1998
11181,d005,03-11-1997,01-01-9999
12024,d003,03-11-1997,01-01-9999
13365,d006,04-11-1997,06-11-2000
15568,d004,05-11-1997,01-01-9999
20059,d005,05-11-1997,01-01-9999
13634,d009,08-11-1997,01-01-9999
14497,d001,08-11-1997,01-01-9999
18862,d007,08-11-1997,01-01-9999
19860,d006,08-11-1997,01-01-9999
15310,d001,09-11-1997,01-01-9999
15571,d005,09-11-1997,01-01-9999
20593,d003,09-11-1997,29-02-2000
20876,d009,09-11-1997,01-01-9999
14200,d007,10-11-1997,15-02-1998
18812,d007,10-11-1997,01-01-9999
19775,d005,10-11-1997,01-01-9999
14029,d009,11-11-1997,01-01-9999
18331,d003,11-11-1997,01-01-9999
18543,d005,11-11-1997,15-11-2000
19062,d004,11-11-1997,01-01-9999
14442,d007,12-11-1997,01-01-9999
17654,d005,12-11-1997,01-01-9999
18767,d005,12-11-1997,01-01-9999
19486,d004,12-11-1997,01-01-9999
11730,d007,13-11-1997,01-01-9999
20121,d003,14-11-1997,01-01-9999
14714,d003,15-11-1997,01-01-9999
15370,d008,15-11-1997,01-01-9999
15577,d007,15-11-1997,01-01-9999
17601,d004,15-11-1997,30-05-2000
17861,d005,15-11-1997,01-01-9999
18418,d006,15-11-1997,30-10-2000
13777,d003,16-11-1997,01-01-9999
14791,d005,16-11-1997,01-01-9999
15650,d004,16-11-1997,01-01-9999
19546,d004,16-11-1997,01-01-9999
13129,d001,17-11-1997,01-01-9999
17453,d005,17-11-1997,01-01-9999
10673,d008,18-11-1997,14-01-1998
16032,d004,18-11-1997,08-09-2001
18705,d009,18-11-1997,01-01-9999
15210,d007,19-11-1997,01-01-9999
19849,d007,19-11-1997,01-01-9999
20484,d004,20-11-1997,01-01-9999
14087,d004,21-11-1997,01-01-9999
17824,d006,21-11-1997,01-01-9999
17906,d005,22-11-1997,01-01-9999
18102,d005,22-11-1997,01-01-9999
15459,d005,23-11-1997,01-01-9999
16197,d004,24-11-1997,01-01-9999
18519,d007,25-11-1997,01-01-9999
21520,d004,25-11-1997,01-01-9999
14074,d006,26-11-1997,01-01-9999
14164,d004,26-11-1997,01-01-9999
14470,d004,26-11-1997,01-01-9999
14678,d009,26-11-1997,01-01-9999
10896,d004,27-11-1997,01-01-9999
20364,d004,27-11-1997,01-01-9999
20513,d005,27-11-1997,01-01-9999
10668,d002,28-11-1997,03-09-1999
19688,d004,28-11-1997,01-01-9999
17279,d009,29-11-1997,01-01-9999
21368,d003,29-11-1997,01-01-9999
12033,d005,30-11-1997,07-02-1999
15832,d003,30-11-1997,01-01-9999
20661,d001,01-12-1997,01-01-9999
12268,d004,03-12-1997,01-01-9999
20065,d002,03-12-1997,01-01-9999
11147,d005,04-12-1997,01-01-9999
11781,d007,04-12-1997,01-01-9999
14753,d003,04-12-1997,26-06-1998
12402,d003,05-12-1997,01-01-9999
17246,d004,05-12-1997,01-01-9999
19506,d005,05-12-1997,01-01-9999
17964,d006,07-12-1997,01-01-9999
14159,d004,08-12-1997,01-01-9999
10157,d005,10-12-1997,01-01-9999
15661,d003,10-12-1997,01-01-9999
21781,d004,10-12-1997,25-05-2002
10939,d006,11-12-1997,01-01-9999
12702,d002,11-12-1997,01-01-9999
17738,d006,12-12-1997,01-01-9999
12190,d005,13-12-1997,01-01-9999
21077,d004,13-12-1997,17-05-2001
20599,d005,14-12-1997,01-01-9999
19474,d007,15-12-1997,01-01-9999
11550,d004,16-12-1997,01-01-9999
17032,d005,16-12-1997,01-01-9999
20208,d006,16-12-1997,01-01-9999
14302,d006,17-12-1997,01-01-9999
14616,d004,17-12-1997,01-01-9999
15626,d005,17-12-1997,01-01-9999
17202,d007,17-12-1997,01-01-9999
11365,d004,18-12-1997,01-01-9999
11722,d004,18-12-1997,01-01-9999
13234,d009,18-12-1997,01-01-9999
13913,d004,18-12-1997,01-01-9999
15175,d004,18-12-1997,01-01-9999
13123,d005,19-12-1997,01-01-9999
13355,d004,19-12-1997,01-01-9999
15790,d007,19-12-1997,01-01-9999
19306,d005,19-12-1997,01-01-9999
19400,d004,19-12-1997,01-01-9999
13294,d009,20-12-1997,01-01-9999
15622,d007,20-12-1997,01-01-9999
19748,d006,20-12-1997,15-04-1999
12170,d003,21-12-1997,04-05-2000
12202,d009,21-12-1997,01-01-9999
12480,d002,21-12-1997,01-01-9999
15966,d005,21-12-1997,01-01-9999
17109,d007,21-12-1997,01-01-9999
17140,d005,21-12-1997,15-06-1998
19890,d007,21-12-1997,01-01-9999
20437,d008,21-12-1997,01-01-9999
15095,d007,22-12-1997,30-05-2001
17687,d007,22-12-1997,01-01-9999
12561,d008,23-12-1997,01-01-9999
18704,d001,23-12-1997,01-01-9999
20721,d007,23-12-1997,10-10-2000
21748,d008,23-12-1997,01-01-9999
12607,d005,24-12-1997,01-01-9999
18090,d007,24-12-1997,27-09-1998
13309,d004,25-12-1997,01-01-9999
10184,d009,26-12-1997,01-01-9999
18970,d005,26-12-1997,01-01-9999
20212,d003,27-12-1997,01-01-9999
21536,d004,27-12-1997,25-09-1999
10874,d006,28-12-1997,01-01-9999
11409,d009,28-12-1997,01-09-1998
10020,d004,30-12-1997,01-01-9999
13637,d005,31-12-1997,01-01-9999
14367,d008,31-12-1997,01-01-9999
17387,d001,31-12-1997,01-01-9999
11718,d007,01-01-1998,01-01-9999
14711,d009,01-01-1998,05-03-1998
20434,d003,01-01-1998,01-01-9999
12966,d005,03-01-1998,01-01-9999
13150,d006,03-01-1998,01-01-9999
13746,d005,03-01-1998,01-01-9999
17693,d005,03-01-1998,21-10-1999
17882,d008,04-01-1998,07-05-2001
17942,d007,04-01-1998,08-09-2001
20290,d007,04-01-1998,01-01-9999
17512,d005,05-01-1998,27-10-2000
14297,d004,06-01-1998,30-08-2000
20795,d006,07-01-1998,01-01-9999
17616,d009,08-01-1998,01-01-9999
12264,d005,09-01-1998,01-01-9999
16047,d006,09-01-1998,01-01-9999
14176,d007,10-01-1998,25-08-2000
16056,d005,10-01-1998,01-01-9999
19707,d005,11-01-1998,28-07-2001
10103,d005,12-01-1998,01-01-9999
14504,d004,12-01-1998,01-01-9999
16131,d005,12-01-1998,17-05-1998
20511,d001,12-01-1998,01-01-9999
13319,d005,13-01-1998,01-01-9999
14155,d003,13-01-1998,01-01-9999
19290,d005,13-01-1998,10-05-2001
20236,d004,13-01-1998,01-01-9999
13981,d005,15-01-1998,01-01-9999
14950,d004,15-01-1998,01-01-9999
19578,d002,15-01-1998,10-09-2000
17102,d007,16-01-1998,01-01-9999
18455,d008,16-01-1998,11-02-1999
20655,d005,16-01-1998,01-01-9999
17001,d004,17-01-1998,01-01-9999
12022,d008,18-01-1998,01-01-9999
14793,d005,18-01-1998,01-01-9999
16386,d004,18-01-1998,01-01-9999
19497,d004,18-01-1998,01-01-9999
11995,d002,19-01-1998,19-06-2002
15859,d001,19-01-1998,01-01-9999
19229,d005,19-01-1998,01-01-9999
21129,d009,19-01-1998,08-04-1998
13254,d004,20-01-1998,01-01-9999
14636,d004,20-01-1998,01-01-9999
17646,d007,21-01-1998,01-01-9999
18150,d005,21-01-1998,01-01-9999
10860,d006,22-01-1998,01-01-9999
15557,d005,23-01-1998,01-01-9999
12716,d007,24-01-1998,08-07-1999
10534,d008,26-01-1998,03-03-2001
10789,d009,26-01-1998,01-01-9999
18646,d009,26-01-1998,01-01-9999
11831,d009,27-01-1998,01-01-9999
19727,d009,27-01-1998,01-01-9999
11193,d003,28-01-1998,01-01-9999
21770,d009,28-01-1998,01-01-9999
11041,d006,29-01-1998,01-01-9999
16325,d005,29-01-1998,05-05-2002
17883,d005,29-01-1998,01-01-9999
21515,d001,29-01-1998,01-01-9999
11166,d003,30-01-1998,01-01-9999
14880,d005,30-01-1998,23-05-2000
12257,d004,31-01-1998,11-06-1998
20639,d001,01-02-1998,01-01-9999
21603,d004,01-02-1998,01-01-9999
10073,d006,02-02-1998,22-02-1998
11021,d008,02-02-1998,01-01-9999
12417,d004,02-02-1998,01-01-9999
16148,d004,02-02-1998,01-01-9999
18675,d008,02-02-1998,20-12-1998
19055,d003,02-02-1998,01-01-9999
20523,d001,02-02-1998,01-01-9999
11342,d009,03-02-1998,19-03-2000
14308,d004,03-02-1998,01-01-9999
15139,d007,03-02-1998,01-01-9999
10172,d005,04-02-1998,01-10-1998
14178,d009,04-02-1998,01-01-9999
14257,d009,04-02-1998,13-07-2000
15360,d001,04-02-1998,01-01-9999
19004,d009,04-02-1998,01-01-9999
20000,d004,04-02-1998,04-04-1998
18971,d007,05-02-1998,01-01-9999
18915,d008,06-02-1998,01-01-9999
10199,d007,07-02-1998,01-01-9999
11865,d009,07-02-1998,04-05-1998
16314,d006,08-02-1998,12-11-1999
17542,d005,08-02-1998,01-01-9999
14999,d003,09-02-1998,01-01-9999
16680,d004,09-02-1998,01-01-9999
17661,d005,09-02-1998,01-01-9999
19452,d005,09-02-1998,01-01-9999
21652,d009,09-02-1998,01-01-9999
17640,d009,10-02-1998,06-05-2000
10016,d007,11-02-1998,01-01-9999
18160,d005,11-02-1998,01-01-9999
16569,d009,12-02-1998,21-10-2000
19074,d006,12-02-1998,04-05-1998
12916,d004,13-02-1998,01-01-9999
19016,d004,13-02-1998,01-01-9999
19205,d007,13-02-1998,01-01-9999
19616,d005,13-02-1998,01-01-9999
20665,d005,13-02-1998,30-01-2002
12416,d002,14-02-1998,01-01-9999
14576,d006,14-02-1998,14-07-1998
16904,d005,14-02-1998,01-01-9999
10334,d009,15-02-1998,01-01-9999
14200,d001,15-02-1998,01-01-9999
14506,d005,15-02-1998,01-01-9999
15427,d005,15-02-1998,01-01-9999
15695,d004,15-02-1998,01-01-9999
18100,d004,15-02-1998,25-10-2000
14771,d009,17-02-1998,01-01-9999
11980,d007,18-02-1998,01-01-9999
13660,d007,18-02-1998,28-04-2002
15668,d005,18-02-1998,01-01-9999
16785,d003,18-02-1998,01-01-9999
17728,d008,19-02-1998,01-01-9999
18306,d007,19-02-1998,02-07-2002
18932,d005,19-02-1998,01-01-9999
10347,d008,20-02-1998,01-01-9999
11843,d006,20-02-1998,01-01-9999
16922,d005,20-02-1998,24-09-2001
11337,d003,21-02-1998,11-05-2002
11715,d007,21-02-1998,01-01-9999
15177,d009,21-02-1998,19-08-2000
18293,d004,21-02-1998,22-03-2001
20338,d007,21-02-1998,27-02-2000
10831,d005,22-02-1998,01-01-9999
15407,d004,22-02-1998,01-01-9999
15256,d005,23-02-1998,01-01-9999
16747,d004,23-02-1998,01-01-9999
16759,d008,23-02-1998,01-01-9999
18012,d007,23-02-1998,01-01-9999
14828,d002,24-02-1998,14-07-2000
20341,d005,24-02-1998,01-01-9999
16773,d009,26-02-1998,01-01-9999
19044,d005,26-02-1998,01-01-9999
21450,d009,27-02-1998,01-01-9999
17350,d006,28-02-1998,20-05-1998
17040,d005,01-03-1998,12-04-2000
20036,d004,01-03-1998,16-08-2000
21079,d009,02-03-1998,01-01-9999
19799,d004,03-03-1998,25-06-1998
17490,d004,04-03-1998,01-01-9999
14711,d004,05-03-1998,01-01-9999
15636,d003,05-03-1998,01-01-9999
16277,d004,05-03-1998,02-12-1999
17972,d006,05-03-1998,01-01-9999
13481,d005,06-03-1998,01-01-9999
16469,d005,06-03-1998,21-07-1998
19804,d002,06-03-1998,01-01-9999
16176,d005,07-03-1998,19-01-2001
16514,d005,07-03-1998,01-01-9999
11055,d007,08-03-1998,01-01-9999
12563,d005,08-03-1998,01-01-9999
15572,d009,08-03-1998,01-01-9999
19073,d007,08-03-1998,01-01-9999
20151,d004,08-03-1998,31-05-1999
15114,d005,09-03-1998,01-01-9999
11592,d005,10-03-1998,01-01-9999
10008,d005,11-03-1998,31-07-2000
14216,d005,11-03-1998,01-01-9999
10916,d005,12-03-1998,02-10-1998
15093,d005,12-03-1998,30-06-2000
15283,d004,12-03-1998,01-01-9999
17786,d008,12-03-1998,03-04-2001
21255,d008,12-03-1998,01-01-9999
15774,d004,13-03-1998,01-01-9999
16142,d008,13-03-1998,18-02-2000
11015,d007,14-03-1998,22-02-2000
14162,d003,14-03-1998,01-01-9999
10139,d005,15-03-1998,01-01-9999
10499,d007,16-03-1998,01-01-9999
12808,d005,16-03-1998,01-01-9999
12910,d009,16-03-1998,01-01-9999
16866,d007,17-03-1998,14-04-1998
18019,d007,17-03-1998,01-01-9999
20705,d005,17-03-1998,01-05-2002
11087,d004,18-03-1998,01-01-9999
13974,d009,18-03-1998,26-04-2001
11964,d007,19-03-1998,13-06-1999
13155,d004,19-03-1998,01-01-9999
17363,d005,19-03-1998,10-07-2002
19706,d003,19-03-1998,31-08-2000
17058,d005,20-03-1998,01-01-9999
21404,d007,20-03-1998,01-01-9999
14140,d002,21-03-1998,25-07-1998
14237,d009,22-03-1998,01-01-9999
19039,d006,22-03-1998,01-01-9999
20645,d002,22-03-1998,01-01-9999
21489,d008,22-03-1998,06-02-1999
19233,d007,23-03-1998,01-01-9999
10914,d007,24-03-1998,01-09-1998
13800,d006,25-03-1998,01-01-9999
14730,d003,25-03-1998,01-01-9999
18710,d009,25-03-1998,01-01-9999
17335,d007,26-03-1998,01-01-9999
20079,d005,26-03-1998,01-01-9999
14735,d007,27-03-1998,01-01-9999
17381,d005,27-03-1998,01-01-9999
16235,d004,29-03-1998,28-11-2001
16342,d008,29-03-1998,01-01-9999
19792,d007,29-03-1998,01-01-9999
13088,d001,30-03-1998,01-01-9999
16034,d007,30-03-1998,01-01-9999
18206,d006,30-03-1998,11-03-2000
11887,d005,31-03-1998,01-01-9999
13354,d008,31-03-1998,01-01-9999
13977,d004,31-03-1998,10-05-2001
14269,d001,31-03-1998,01-01-9999
15611,d005,31-03-1998,01-01-9999
15756,d007,31-03-1998,01-01-9999
10223,d005,01-04-1998,01-01-9999
21202,d005,01-04-1998,01-01-9999
12672,d006,02-04-1998,01-01-9999
16898,d004,02-04-1998,01-01-9999
